"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Vradi01g00330",397.546110762765,0.020746313195044,0.224940287281055,0.0922303134125647,0.926515054061052,0.95571152655796
"gene:Vradi01g00340",15.8186075278811,-0.818687661173065,0.537237264140768,-1.52388472620647,0.127537509556241,0.260722030204081
"gene:Vradi01g00350",3247.99140686265,-0.352388581345599,0.154131027639691,-2.28629229780632,0.0222371641797356,0.0681920102971794
"gene:Vradi01g00360",768.746103091872,-1.04817259842926,0.152440721422336,-6.87593569913191,6.15842757770006e-12,1.98978434893525e-10
"gene:Vradi01g00370",873.92844660224,0.766244466737272,0.173206416161242,4.42388038341465,9.69437092214015e-06,9.16624061805322e-05
"gene:Vradi01g00380",51.5608572317354,0.18160754178536,0.403155884612009,0.450464817002822,0.652375317513326,0.79608866353165
"gene:Vradi01g00390",828.119336912539,-0.124298398640513,0.149921360853803,-0.829090650809423,0.407053113655534,0.592717680650135
"gene:Vradi01g00400",375.169545379813,-0.492310555928736,0.299096603083549,-1.64599179948298,0.0997654473695638,0.217437513497767
"gene:Vradi01g00410",28.6523642916628,-5.15984450101695,0.789405488380201,-6.53636765511291,6.30308616124478e-11,1.75291364299719e-09
"gene:Vradi01g00420",492.601354693923,-0.650807850938571,0.227626693969276,-2.85910162639542,0.00424842656614011,0.0177450393128177
"gene:Vradi01g00430",7.86579637348716,0.380035705440713,0.743395857283526,0.511215796694668,0.609199958605777,0.764961311658391
"gene:Vradi01g00440",631.500975906301,0.0903059012127866,0.186346357240466,0.484613182409859,0.627950760954719,0.777897996474709
"gene:Vradi01g00450",500.507115945826,0.366506379019644,0.22858660523476,1.60335894854048,0.108855428810072,0.2316444643121
"gene:Vradi01g00460",49.8026553505977,0.395120130990595,0.352032175752942,1.12239777555984,0.261693349854695,0.437903137673564
"gene:Vradi01g00470",153.97406052119,0.166392860029649,0.317826769363405,0.523533182440636,0.600603265761283,0.758302797836172
"gene:Vradi01g00480",11.917390853817,0.319359249139094,0.672724473060437,0.474725183827827,0.634982865346513,0.783389727809338
"gene:Vradi01g00490",416.634715723364,0.0869897681490006,0.162872650333691,0.53409684173971,0.593274534720982,0.751736747195265
"gene:Vradi01g00500",63.8301245061277,-0.913732037075987,0.294077726427945,-3.10711065463799,0.00188925666811664,0.00894187015249379
"gene:Vradi01g00510",208.152113469725,-0.316985956992144,0.204161465446009,-1.55262383280635,0.12051302849684,0.249969146206373
"gene:Vradi01g00520",21.8495092285736,0.116060408113766,0.613789808951261,0.189088196677735,0.850023692298308,0.928417806587825
"gene:Vradi01g00530",54.0870454616001,-2.32579374005233,0.386067691941918,-6.02431591297785,1.69826371245848e-09,3.64620738782374e-08
"gene:Vradi01g00540",295.790766077103,-0.479260967840651,0.223291423609283,-2.1463474059768,0.0318452720599569,0.0909277147965176
"gene:Vradi01g00550",534.530462760298,-0.330691595518383,0.155007499552556,-2.13339094219928,0.0328926694769955,0.0932163562738752
"gene:Vradi01g00560",1639.05682338397,2.37445866006366,0.36675737261938,6.47419476016332,9.53188901032191e-11,2.56896033083066e-09
"gene:Vradi01g00570",0,NA,NA,NA,NA,NA
"gene:Vradi01g00580",2047.17138002973,0.248830762616592,0.182592042661382,1.36276893006805,0.172955346005776,0.326024662805156
"gene:Vradi01g00590",839.866031291443,-0.242773432298636,0.174577409702704,-1.39063486342286,0.16433617876189,0.314027226536584
"gene:Vradi01g00600",0,NA,NA,NA,NA,NA
"gene:Vradi01g00610",15.3474666489241,0.81107361987907,0.494059804291807,1.64165069255467,0.10066241563839,0.219018054503322
"gene:Vradi01g00620",6272.26183654626,0.300057173990666,0.303855464451082,0.987499680259897,0.323397739584177,0.508183308078094
"gene:ENSRNA050006459",0,NA,NA,NA,NA,NA
"gene:Vradi01g00630",137.546051548479,0.122911526513962,0.266864506046281,0.460576523775874,0.645102457819746,0.791280488297365
"gene:Vradi01g00640",717.32707113516,0.257771483592464,0.213935910645633,1.20490049012595,0.22824171939211,0.399230318586346
"gene:Vradi01g00650",236.102400753912,-0.355237231282964,0.437439136513645,-0.812083788648122,0.416743554672575,0.603257468039983
"gene:Vradi01g00660",2040.59796195284,-0.344726637441887,0.142982198850909,-2.41097591317183,0.0159098991262223,0.0524313165718218
"gene:Vradi01g00670",345.487979753274,-0.188431863526009,0.332042255453106,-0.567493625981048,0.57037885592375,0.73492145032153
"gene:Vradi01g00680",14.7108692753331,0.903696432079517,0.662377078044188,1.36432322620203,0.172465859029506,0.325360984909409
"gene:Vradi01g00690",81.2921839378887,0.927762121159505,0.301783144922198,3.07426752212649,0.0021102011383729,0.00982488310913786
"gene:Vradi01g00700",11428.2681159656,-0.152179941890439,0.79282313442516,-0.19194689872512,0.847783800537906,0.927342209061954
"gene:Vradi01g00710",979.899901982308,-0.396019137579524,0.18290193785507,-2.16519924405244,0.0303724302168762,0.0877027095344939
"gene:Vradi01g00720",555.167557020916,-0.896939975099913,0.158318563053747,-5.6654125568043,1.46671208225452e-08,2.5563357269578e-07
"gene:Vradi01g00730",168.393665192586,-0.560123774682469,0.199749009031812,-2.80413793989468,0.00504513155053857,0.0205209952024974
"gene:Vradi01g00740",269.419437507754,0.479873610417799,0.214949932764146,2.2324901629271,0.0255825846643591,0.0761277093019304
"gene:Vradi01g00750",234.024136532829,-0.848595781252444,0.254083127141883,-3.3398352373811,0.000838281075280852,0.00447056268429219
"gene:Vradi01g00760",708.760027761972,1.355371283481,0.235755106734262,5.74906436707114,8.97386524508583e-09,1.63632361317159e-07
"gene:Vradi01g00770",139.646579479395,-1.32217078830022,0.545104323314121,-2.42553715270812,0.0152857510775385,0.0507738124469339
"gene:Vradi01g00780",439.837568729267,-0.148101224161069,0.302642549181321,-0.489360219049497,0.624586694603655,0.775179667769044
"gene:Vradi01g00790",367.570014776999,-3.62293626480243,0.482165222321632,-7.51388963176968,5.73959779819795e-14,2.49041448966312e-12
"gene:Vradi01g00800",4.27509462473842,0.0337854641488832,1.40280262278664,0.0240842607506458,0.980785397783509,0.98916569510143
"gene:Vradi01g00810",1.59736766651126,0.45427685856464,3.19630909621281,0.142125446848334,0.886980918524367,0.94704086031227
"gene:Vradi01g00820",547.13695450145,0.473084541347162,0.21855304631414,2.1646211266585,0.0304167117439996,0.0877710649646229
"gene:Vradi01g00830",410.562558254185,-0.389845805449063,0.189610857811162,-2.0560310203191,0.0397795262683154,0.108124901262271
"gene:Vradi01g00840",1172.25680688049,-0.929035259312882,0.184260752918175,-5.04195953071699,4.60788752274507e-07,5.98087201953794e-06
"gene:Vradi01g00850",2478.31689773128,-0.296450969788217,0.131021047491257,-2.26262097170303,0.023659064212627,0.0715861608843177
"gene:Vradi01g00860",890.302905459859,0.720899657727009,0.153672095274982,4.69115525780414,2.71666715617662e-06,2.99592535686144e-05
"gene:Vradi01g00870",163.5618261841,0.0778115814042868,0.202824501751501,0.383639948489168,0.70124532689633,0.832839179468378
"gene:Vradi01g00880",377.331209608705,0.559336560276118,0.188909428080973,2.96087159840623,0.00306769803628551,0.0134338427876968
"gene:Vradi01g00890",528.360757328487,-0.286727692259137,0.19243620804229,-1.48998826767635,0.136227320820753,0.274258209960402
"gene:Vradi01g00900",1281.42632796206,0.336079565161962,0.319834463193821,1.05079221859308,0.293354030425956,0.475062723115006
"gene:Vradi01g00910",47.4629569251895,-1.54533342493674,0.510066725348425,-3.02966915530734,0.00244821763419798,0.0111053156601765
"gene:Vradi01g00920",3359.57258465925,-0.334529064695791,0.228273387967402,-1.46547553209997,0.14279122318889,0.283444853216269
"gene:Vradi01g00930",462.583906141369,-0.24396781408166,0.2608319699433,-0.935344751391842,0.34961065951809,0.535019544041394
"gene:Vradi01g00940",7.40292594308332,1.28817705565779,0.800348803559152,1.6095195618826,0.107502781087382,0.229337523860959
"gene:Vradi01g00950",453.8467396306,0.393667693881151,0.231043462919611,1.70386856614127,0.0884056447177446,0.199060814297892
"gene:Vradi01g00960",0,NA,NA,NA,NA,NA
"gene:Vradi01g00970",423.507719826323,0.362235426569272,0.324069990117256,1.11776911659795,0.263665614791829,0.440017878088458
"gene:Vradi01g00980",141.965514014335,-0.655247594943908,0.278868522490531,-2.34966495713462,0.0187903160928991,0.0598251035804462
"gene:Vradi01g00990",243.102142067123,-0.268206106028181,0.179259175899025,-1.49619178311552,0.134603685201385,0.271814824831014
"gene:Vradi01g01000",614.233112675601,-0.361284675572001,0.255844951271148,-1.41212352941492,0.15791359174684,0.304953720517752
"gene:Vradi01g01010",119.729142088093,-8.07988791024325,0.899726667142023,-8.98038060371043,2.69831719427741e-19,2.23623037475741e-17
"gene:Vradi01g01020",14.234129483373,-2.79623507784454,0.766216853160972,-3.64940429893818,0.000262849139512562,0.0016502744270533
"gene:Vradi01g01030",4.64620291898918,-1.70736607934402,1.13459693864428,-1.50482168706019,0.132369926518579,0.268317418618742
"gene:Vradi01g01040",433.88933696209,0.0730113509968084,0.218076920422697,0.334796322578708,0.737778734749017,0.853481471835913
"gene:Vradi01g01050",25.8327280507642,-2.687609005206,0.695312695399597,-3.86532422460866,0.000110941724227787,0.000786509443573813
"gene:Vradi01g01060",9.5484350724851,0.618383040045747,0.768795341628991,0.804353260954291,0.42119298609556,0.607228421449262
"gene:Vradi01g01070",3435.59240485458,-0.349720763673931,0.239507420453424,-1.46016671638756,0.144244260329837,0.285542650778341
"gene:Vradi01g01080",53.5029063299501,1.14113696858835,0.441403831521678,2.58524481913634,0.00973098746133878,0.0353476040262306
"gene:Vradi01g01090",51.1044473192231,-0.0863420724056487,0.326058287311972,-0.26480563680026,0.791159194329554,0.890753669437847
"gene:Vradi01g01100",1534.24567723145,-1.62504756405566,0.399402562820563,-4.06869588562389,4.72770055159057e-05,0.000374577613014406
"gene:Vradi01g01110",82.0171317110861,0.0429347446675444,0.325841213000525,0.131765850833225,0.89516949807294,0.94704086031227
"gene:Vradi01g01120",1595.46059799113,0.330642741855758,0.173247882200049,1.90849514381922,0.0563272502226581,0.14156545450198
"gene:Vradi01g01130",649.982083079311,0.560220163239162,0.222059293529195,2.52284042849802,0.0116411212183877,0.0407802626817074
"gene:Vradi01g01140",0,NA,NA,NA,NA,NA
"gene:Vradi01g01150",965.508327852747,-0.293279578130616,0.207152864778611,-1.4157640467297,0.156844599400644,0.303313409761483
"gene:Vradi01g01160",192.101747575784,0.218401241719232,0.209329949843013,1.04333489729024,0.296793213959974,0.479141669561369
"gene:Vradi01g01170",209.700040444447,0.0849894575999609,0.261521958953905,0.324980196461977,0.745196059844725,0.858774880491206
"gene:Vradi01g01180",931.403261502969,-0.046860339691665,0.201997642833996,-0.231984586722011,0.816549985289433,0.90745743286134
"gene:Vradi01g01190",1194.36892883397,-0.187283810031231,0.190005760322767,-0.985674380150831,0.324292925438692,0.50931113508821
"gene:Vradi01g01200",1.57770460737328,-4.57402965577166,1.95489184540907,-2.33978655469533,0.0192947634969745,0.0611258992665046
"gene:Vradi01g01210",0,NA,NA,NA,NA,NA
"gene:Vradi01g01220",818.93174204025,1.94295662010258,0.189610369152951,10.2471010883127,1.21946093708225e-24,1.59154055371168e-22
"gene:Vradi01g01230",256.167303840671,0.613426033010617,0.191105496553374,3.20988168354065,0.00132789618594539,0.00661553329787941
"gene:Vradi01g01240",381.545863124578,-0.146345429850285,0.313864164898872,-0.466269954384368,0.641022282235375,0.78825909400188
"gene:Vradi01g01250",678.22159549422,0.362017901361543,0.156294973521561,2.31624788183993,0.0205447381994987,0.0642265250201227
"gene:Vradi01g01260",530.804433252167,0.00680773922545565,0.377924665803555,0.0180134821604745,0.985628097947794,0.9915504809107
"gene:ENSRNA050006022",77.6116143189795,0.430399153399236,0.330340104430515,1.30289706767883,0.192609905178584,0.353036512035279
"gene:Vradi01g01270",1420.21772238576,-0.292334704487081,0.189232739323076,-1.5448421110048,0.12238445858562,0.252869907885397
"gene:Vradi01g01280",19.0137933283805,-5.40231011552226,0.855915265006,-6.31173474337368,2.75924868961233e-10,6.92947682277643e-09
"gene:Vradi01g01290",0.48615442457772,-1.76627610683559,3.28024325290426,-0.538458879618688,0.590260286471629,0.749239106162295
"gene:Vradi01g01300",487.902420023076,-1.46110897177827,0.283742065129048,-5.14942672005207,2.61283829911877e-07,3.58211702298541e-06
"gene:Vradi01g01310",175.343213587469,-1.00817929429765,0.222417366006083,-4.53282633636656,5.81996625987587e-06,5.84287951286751e-05
"gene:Vradi01g01320",39.883296760319,0.159453983854556,0.386086064287444,0.413001137839157,0.679605780090503,0.817391665070049
"gene:Vradi01g01330",917.295342279242,-0.0300289868488956,0.174621383126636,-0.171966263874559,0.863464051375119,0.937090573861045
"gene:Vradi01g01340",190.597394783734,0.53801148973343,0.291485237021745,1.84575896615064,0.0649272111174295,0.157541871508036
"gene:Vradi01g01350",1430.18804264061,0.130423978198759,0.135138988964685,0.965109915339397,0.334489761140016,0.519904269248485
"gene:Vradi01g01360",363.139386594943,0.4317551632668,0.475706198993849,0.90760886484135,0.364084909028105,0.550255195157845
"gene:Vradi01g01370",1486.67883686603,0.173472281505178,0.231857798419058,0.748183941571145,0.454349215712866,0.638406020017988
"gene:Vradi01g01380",1108.85836078529,0.19665639676412,0.130937791188073,1.50190708870025,0.133121105657669,0.269444660676012
"gene:Vradi01g01390",7.68797140555928,1.78352350915095,0.922331799174129,1.93371139404273,0.0531486221447623,0.135216947359852
"gene:Vradi01g01400",149.928490694695,-0.328128297939568,0.287789652110654,-1.14016711696571,0.254216684225994,0.429175141683219
"gene:Vradi01g01410",0,NA,NA,NA,NA,NA
"gene:Vradi01g01420",293.817461322838,-0.238781088817565,0.337166011130791,-0.708200355121024,0.47882084566958,0.65906456709627
"gene:Vradi01g01430",294.879982229241,0.232247295972967,0.249392549566203,0.93125194147516,0.351723255281428,0.53736708632179
"gene:Vradi01g01440",192.249787810739,-5.52122150814375e-05,0.202273517773217,-0.000272958198825314,0.999782210870117,0.999881335661013
"gene:Vradi01g01450",3.56624724197418,-5.90590175065391,3.91261090280892,-1.50945286852162,0.131183091153876,0.266482598888538
"gene:Vradi01g01460",1390.09467728418,-0.534306945148462,0.149095631934162,-3.58365257396945,0.00033882269736478,0.00206091237020962
"gene:Vradi01g01470",2424.63912757096,-0.567257388309589,0.216122418676516,-2.62470405330156,0.0086724310111468,0.0321578398232121
"gene:Vradi01g01480",290.178423778062,0.316402891758395,0.214385230502832,1.47586142485788,0.139981096951473,0.279641639384194
"gene:Vradi01g01490",5.69654525182997,-0.480239390149778,1.0667202141972,-0.450201827769057,0.652564918480231,0.796133043118639
"gene:Vradi01g01500",264.278376674979,-0.75558967509957,0.3099601824984,-2.4376991554503,0.0147810696759151,0.0494841910479282
"gene:Vradi01g01510",1334.7299572132,-0.488612802359315,0.263134981402932,-1.8568903296484,0.0633267586717952,0.154427103867148
"gene:Vradi01g01520",112.712827430439,-0.693631211589937,0.235541241764319,-2.9448397503312,0.00323121970688367,0.014042335249501
"gene:Vradi01g01530",131.789314196836,1.21553183497648,0.242921829075866,5.00379829841009,5.62115731128235e-07,7.166975571885e-06
"gene:Vradi01g01540",11.0446899902745,0.0834974990390242,0.672862162334733,0.124093021889208,0.901241623180301,0.94704086031227
"gene:Vradi01g01550",0,NA,NA,NA,NA,NA
"gene:Vradi01g01560",572.672520611308,-0.475373647379973,0.16024306377195,-2.96657862243885,0.0030113335701456,0.013228956778469
"gene:Vradi01g01570",728.427088082636,0.0397266354034846,0.285189095491669,0.139299279080063,0.889213659538685,0.94704086031227
"gene:Vradi01g01580",3.92597249921464,-5.93493102241088,1.69111559259019,-3.50947684972892,0.000448989142894948,0.0026185767218451
"gene:Vradi01g01590",4.80374263761174,-5.40207931256126,1.43715904251233,-3.75885977317983,0.000170689464144292,0.00113987827082661
"gene:ENSRNA050006019",13.9044994382706,-6.43637192546903,1.39199715716682,-4.62383984933505,3.76700750163819e-06,3.98713125471647e-05
"gene:ENSRNA050006024",10.2081366934129,-2.03120580470105,0.876868690751341,-2.31643098462167,0.0205347486238664,0.0642074058556093
"gene:ENSRNA050006014",10.8900863888012,-4.62343584313118,1.09979273128787,-4.20391562118897,2.6233676650527e-05,0.00022321519018608
"gene:Vradi01g01600",585.635757211562,-0.362207983783226,0.68785817712406,-0.526573639492984,0.598489701646366,0.756267957977321
"gene:Vradi01g01610",15.8050102920682,-0.655760981302019,0.52142010949074,-1.25764420927779,0.208520457408146,0.374010018562929
"gene:Vradi01g01620",23.0912813165062,-4.16771846846659,1.1955342855058,-3.48607189186828,0.000490169255155782,0.00282593231450681
"gene:ENSRNA050006021",2.00462248658696,-1.41379072994638,2.4435360483152,-0.578583946376062,0.562869939495119,0.728876456138857
"gene:ENSRNA050006020",0.154255367970955,-1.40991220338011,4.0371379571761,-0.349235576870481,0.726912459144486,0.8476262201135
"gene:Vradi01g01630",860.82228340094,0.233707532845186,0.172562055703641,1.35433906308208,0.175628229002025,0.32967586587866
"gene:Vradi01g01640",9.94136149929453,1.03086148421535,0.853940310474254,1.20718213155067,0.227362010269559,0.398153758079022
"gene:Vradi01g01650",671.470826795752,-0.30140720332106,0.192112086696437,-1.56891327611949,0.116668147963837,0.243995791193242
"gene:Vradi01g01660",346.638734402442,0.375466679344853,0.225273531148292,1.66671458218362,0.0955711719292121,0.210874890139336
"gene:Vradi01g01670",16.5168553978164,-0.61054866871392,0.504633080061402,-1.20988633689973,0.226322510727229,0.396854655680199
"gene:Vradi01g01680",1119.61470159488,-0.726634424183945,0.237689333388413,-3.0570762845152,0.00223507386656139,0.0102706818237469
"gene:Vradi01g01690",0,NA,NA,NA,NA,NA
"gene:Vradi01g01700",0.153539293954198,-1.40406034742589,4.03765935332516,-0.347741160053435,0.728034582266989,0.8476262201135
"gene:Vradi01g01710",103.306542957614,0.0688209902828218,0.364177998603404,0.188976243888278,0.850111435932634,0.928417806587825
"gene:Vradi01g01720",281.551916126607,0.170396641882754,0.228993123333334,0.744112484263187,0.45680842718718,0.640561606070901
"gene:Vradi01g01730",207.879973531281,0.212421505877122,0.335581453810567,0.632995368084411,0.526736667758508,0.700807534764591
"gene:Vradi01g01740",34.9730993764163,-2.06255744008098,0.397614011892018,-5.18733590465399,2.13323751065483e-07,2.98887673196144e-06
"gene:Vradi01g01750",813.960202564868,0.272715036855774,0.22640936418749,1.20452189702691,0.228387923863528,0.399401755437643
"gene:Vradi01g01760",350.936900595503,-0.607169197247859,0.223315139841351,-2.71888953735607,0.00655014786460793,0.0255636215813225
"gene:Vradi01g01770",597.371075539711,-0.901390013378059,0.162304194952265,-5.55370742970114,2.79673431211222e-08,4.63095616615985e-07
"gene:Vradi01g01780",301.548633916202,0.304680764820096,0.27624850554121,1.10292276232656,0.270060708349765,0.447625624089736
"gene:Vradi01g01790",531.222571708052,0.116819834706183,0.162467620539185,0.71903456404723,0.472119623459185,0.653312970348639
"gene:Vradi01g01800",196.240167930466,0.12682418035256,0.26085008098052,0.48619567176608,0.626828439814063,0.776947428985262
"gene:Vradi01g01810",13.8071783002893,0.816828179597377,0.672444915259558,1.21471389114763,0.224475232563775,0.394599319094769
"gene:Vradi01g01820",53.9510816649793,-1.37100571264859,0.501147474236053,-2.73573305889359,0.00622414939845715,0.0244989969792038
"gene:Vradi01g01830",363.630455163077,0.79425766395301,0.180141752016594,4.40907038519225,1.03815283478174e-05,9.7326828260788e-05
"gene:Vradi01g01840",0,NA,NA,NA,NA,NA
"gene:Vradi01g01850",141.955532340162,0.660093764166776,0.276379155493653,2.38836305504933,0.0169236142231095,0.0550557224235603
"gene:Vradi01g01860",18.9013170142052,-0.714498327331374,0.464082579799432,-1.53959307768063,0.123659573886501,0.254835842744177
"gene:Vradi01g01870",2410.99644480161,0.25079958106328,0.222018753548456,1.12963241642802,0.258631145744442,0.434503470577146
"gene:Vradi01g01880",18.7733545014386,-0.507545030445722,4.08043888734029,-0.124384911637912,0.90101051933842,0.94704086031227
"gene:Vradi01g01890",1.44359277225789,2.93329081900643,2.45909831797297,1.19283185937207,0.23293523001066,0.404961342293549
"gene:Vradi01g01900",2739.39977705834,1.01432915174427,0.286440869562735,3.54114674101041,0.000398391943068776,0.0023613815818464
"gene:Vradi01g01910",26.5331527917925,0.297211252006494,0.448924777797461,0.662051342910247,0.507938317615168,0.684867616893469
"gene:Vradi01g01920",27.0601521749627,-7.84132398025766,1.33941401389381,-5.854294414512,4.79039366475771e-09,9.2433963903794e-08
"gene:Vradi01g01930",46.0195277320811,-0.578239705173733,0.326758796995839,-1.76962245696203,0.0767900552682775,0.179595762109736
"gene:Vradi01g01940",442.498480220691,-0.298745603559919,0.386320836651355,-0.773309579026226,0.43933918807336,0.624104134583129
"gene:Vradi01g01950",248.264342076345,0.195231151217153,0.200443713792657,0.97399488127178,0.330059080786741,0.515168387133414
"gene:Vradi01g01960",576.054704954969,0.0931203150955947,0.155607777754586,0.598429695734473,0.549553256265445,0.718608262429446
"gene:Vradi01g01970",0.152582966830407,-1.39623998076101,4.0383593462988,-0.345744363250061,0.729534840919327,0.847909682928115
"gene:Vradi01g01980",0.155211695094746,-1.41767771381198,4.03644920981437,-0.351219014564827,0.725424046113155,0.8476262201135
"gene:Vradi01g01990",0,NA,NA,NA,NA,NA
"gene:Vradi01g02000",0,NA,NA,NA,NA,NA
"gene:Vradi01g02010",0.696539973678775,-3.58529916999857,3.93598025872894,-0.910903748068185,0.362346090664087,0.54863309150975
"gene:Vradi01g02020",1.24187329180733,0.45426746565148,3.54676610169596,0.128079341187529,0.898086184728777,0.94704086031227
"gene:Vradi01g02030",0,NA,NA,NA,NA,NA
"gene:Vradi01g02040",0,NA,NA,NA,NA,NA
"gene:Vradi01g02050",16.8190881280303,-8.11972236450157,1.28251237285605,-6.33110645663369,2.43409323297341e-10,6.15016697203267e-09
"gene:Vradi01g02060",0.170814770093533,0.454272467254862,4.08043888738412,0.111329315250715,0.911355209685964,0.94704086031227
"gene:Vradi01g02070",821.957211522877,0.79139875646381,0.175960904632263,4.49758290409871,6.87303639349712e-06,6.78906902396989e-05
"gene:ENSRNA050006016",0,NA,NA,NA,NA,NA
"gene:ENSRNA050006018",6.023766929948,-2.29584415122702,1.22582665281382,-1.87289462662362,0.0610829373474471,0.150348928799218
"gene:Vradi01g02080",302.040567079146,0.559166897680351,0.155100267334,3.6051962210756,0.000311917162413982,0.00191837735325111
"gene:Vradi01g02090",171.857468440976,-0.178984301811281,0.236457511605614,-0.756940646951438,0.449085422054911,0.633658880612935
"gene:Vradi01g02100",1028.7484442392,-0.0905724790097187,0.168429650718321,-0.537746641541105,0.59075197408173,0.749633591364621
"gene:Vradi01g02110",4.47996889550202,1.28434330669587,1.25008436578314,1.0274053030743,0.304229655426511,0.486909590384295
"gene:Vradi01g02120",1497.17073270521,-0.206203779978546,0.20833260392896,-0.989781609261988,0.322280875739358,0.506716516351723
"gene:Vradi01g02130",3099.70507551431,-0.0805735004471164,0.241543068044841,-0.333578194146969,0.738697875179031,0.854159256372577
"gene:Vradi01g02140",659.251251427974,-0.0194112747587177,0.257730615143644,-0.0753161387051321,0.939963181122925,0.96505758963779
"gene:Vradi01g02150",384.48427521707,0.55643797880954,0.241179921268461,2.30714885336645,0.021046523272578,0.0652798157008246
"gene:Vradi01g02160",950.127428877433,0.38725010477294,0.189795773516703,2.04035157157417,0.0413153216964366,0.111075665503514
"gene:Vradi01g02170",738.713329207996,-0.116261085221916,0.165458766650825,-0.702658961959184,0.482268308142837,0.662050456142747
"gene:Vradi01g02180",57.7400093844246,0.719815270308337,0.321952252876264,2.23578267857309,0.0253660101072961,0.0756598196020213
"gene:Vradi01g02190",47.2344162177304,-0.115815228055005,0.533536791378037,-0.217070743623647,0.828153213569551,0.914987302687328
"gene:Vradi01g02200",179.17071098811,1.19176838743289,0.226731918723389,5.25628854615232,1.46991605571476e-07,2.14281957990081e-06
"gene:Vradi01g02210",162.951265942451,-0.136010864876164,0.192736277253836,-0.705683781040539,0.48038480940729,0.660449420697232
